timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
15,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
20,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
25,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
30,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
35,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
40,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
45,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
50,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
55,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
60,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
65,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
70,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
75,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
80,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
85,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
90,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
95,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
100,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
105,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
110,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
115,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
120,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
125,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
130,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
135,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
140,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
145,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
150,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
155,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
160,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
165,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
170,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
175,1i,150.0,0,0.0,0,0.0,False,0,,,,0.1
