timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
15,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
20,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
25,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
30,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
35,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
40,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
45,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
50,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
55,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
60,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
65,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
70,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
75,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
80,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
85,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
90,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
95,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
100,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
105,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
110,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
115,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
120,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
125,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
130,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
135,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
140,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
145,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
150,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
155,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
160,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
165,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
170,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
175,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
180,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
185,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
190,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
195,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
200,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
205,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
210,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
215,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
220,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
225,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
230,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
235,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
240,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
245,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
250,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
255,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
260,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
265,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
270,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
275,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
