timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
15,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
20,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
25,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
30,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
35,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
40,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
45,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
50,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
55,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
60,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
65,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
70,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
75,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
80,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
85,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
90,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
95,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
100,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
105,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
110,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
115,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
120,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
125,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
130,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
135,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
140,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
145,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
150,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
155,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
160,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
165,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
170,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
175,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
180,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
185,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
190,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
195,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
200,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
205,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
210,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
215,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
220,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
225,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
230,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
235,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
240,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
245,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
250,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
255,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
260,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
265,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
270,1i,150.0,0,0.0,0,0.0,False,0,,,,0.5
