timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.05
5,1i,150.0,0,0.0,0,0.0,False,2,26.32,376.84,378.1,0.05
10,1i,150.0,0,0.0,0,0.0,False,2,27.7166,241.04,242.68,0.05
15,1i,150.0,3,25.6295,0,0.0,False,2,26.1354,108.92,109.46,0.05
20,1i,150.0,3,13.4115,0,0.0,False,2,12.116,19.21,20.03,0.05
25,1i,150.0,3,0.719,2,1.0,False,2,0.0,1.0,1.0,0.05
30,1i,150.0,4,5.6565,3,1.0,False,2,0.0,1.0,1.0,0.05
35,1i,150.0,4,2.1565,3,1.0,False,2,0.0,1.0,1.0,0.05
40,1i,150.0,4,0.0197,4,5.08,False,2,0.0,1.0,1.0,0.05
45,1i,150.0,5,3.967,4,5.0,False,3,8.6992,1.0,377.57,0.05
50,1i,150.0,2,5.5991,1,1.0,False,2,13.4702,1.0,243.16,0.05
55,1i,150.0,4,18.2129,1,1.0,False,2,12.5696,1.0,111.48,0.05
60,1i,150.0,4,10.4682,1,1.0,False,2,5.6098,1.0,27.7,0.05
65,1i,150.0,2,0.073,1,1.0,False,2,0.073,1.0,5.07,0.05
70,1i,150.0,3,7.6893,2,5.0,False,2,0.0007,1.0,5.0,0.05
75,1i,150.0,3,3.2904,2,5.0,False,2,0.0,1.0,5.0,0.05
80,1i,150.0,2,13.4733,0,0.0,False,0,,,,0.05
85,1i,150.0,2,7.1302,1,1.0,False,0,,,,0.05
90,1i,150.0,2,0.6189,1,1.0,False,0,,,,0.05
95,1i,150.0,4,10.9141,2,8.0,False,0,,,,0.05
100,1i,150.0,5,7.2381,2,8.0,False,0,,,,0.05
105,1i,150.0,5,2.3257,4,12.02,False,0,,,,0.05
110,1i,150.0,5,0.0,5,12.0,False,1,27.1758,403.3,403.3,0.05
115,1i,150.0,6,2.4908,5,12.0,False,1,26.0341,271.48,271.48,0.05
120,1i,150.0,7,4.483,5,12.0,False,1,23.652,139.74,139.74,0.05
125,1i,150.0,7,1.9353,5,12.0,False,1,12.9827,54.32,54.32,0.05
130,1i,150.0,7,0.1306,6,16.01,False,1,0.9103,28.85,28.85,0.05
135,1i,150.0,10,6.6675,7,28.72,False,1,0.0003,28.72,28.72,0.05
140,1i,150.0,7,5.308,2,27.92,False,1,0.7983,27.92,27.92,0.05
145,1i,150.0,4,3.8919,2,13.73,False,1,8.802,2.04,2.04,0.05
150,1i,150.0,3,6.391,2,13.71,False,0,,,,0.05
155,1i,150.0,2,0.0,2,13.71,False,0,,,,0.05
160,1i,150.0,3,8.0314,2,13.71,False,0,,,,0.05
165,1i,150.0,3,4.6293,2,13.71,False,0,,,,0.05
170,1i,150.0,2,1.8519,0,0.0,False,0,,,,0.05
175,1i,150.0,4,17.0146,1,1.0,False,0,,,,0.05
180,1i,150.0,4,6.7503,1,1.0,False,0,,,,0.05
185,1i,150.0,4,0.0107,4,5.0,False,0,,,,0.05
190,1i,150.0,5,3.2189,4,5.0,False,0,,,,0.05
195,1i,150.0,5,0.4189,4,5.0,False,0,,,,0.05
200,1i,150.0,5,0.0014,5,12.0,False,0,,,,0.05
205,1i,150.0,6,2.9771,5,12.0,False,0,,,,0.05
210,1i,150.0,6,1.7925,5,12.0,False,0,,,,0.05
215,1i,150.0,6,0.5528,5,12.0,False,0,,,,0.05
220,1i,150.0,9,4.717,6,16.0,False,0,,,,0.05
225,1i,150.0,10,4.9053,6,16.0,False,0,,,,0.05
230,1i,150.0,7,5.1106,1,1.0,False,0,,,,0.05
235,1i,150.0,4,4.1863,2,5.0,False,0,,,,0.05
240,1i,150.0,3,7.1447,2,5.0,False,0,,,,0.05
245,1i,150.0,3,5.8653,2,5.0,False,0,,,,0.05
250,1i,150.0,2,0.0,2,5.0,False,0,,,,0.05
255,1i,150.0,4,8.741,2,5.0,False,0,,,,0.05
260,1i,150.0,4,7.1968,0,0.0,False,0,,,,0.05
265,1i,150.0,4,8.3856,2,1.0,False,0,,,,0.05
270,1i,150.0,4,3.488,2,1.0,False,0,,,,0.05
275,1i,150.0,4,0.4043,3,1.0,False,0,,,,0.05
280,1i,150.0,4,0.0,4,5.0,False,0,,,,0.05
285,1i,150.0,5,2.7641,4,5.0,False,0,,,,0.05
290,1i,150.0,5,1.8641,4,5.0,False,0,,,,0.05
295,1i,150.0,7,5.0898,4,5.0,False,0,,,,0.05
300,1i,150.0,8,2.552,4,5.0,False,0,,,,0.05
305,1i,150.0,8,0.8681,7,13.71,False,0,,,,0.05
310,1i,150.0,9,2.0926,7,13.71,False,0,,,,0.05
315,1i,150.0,9,1.0524,8,23.05,False,0,,,,0.05
320,1i,150.0,6,4.2187,2,13.71,False,0,,,,0.05
325,1i,150.0,4,3.5383,2,13.71,False,0,,,,0.05
330,1i,150.0,5,12.3966,2,13.71,False,0,,,,0.05
335,1i,150.0,5,8.8088,2,13.71,False,0,,,,0.05
