timestamp,probe_id,edge_id,approach_edge,lane_id,speed_mps,acceleration_mps2,distance_to_stopline_m
533.0,f_1i_left_27.13,1i,1i,1i_2,25.0,0.0,480.3
534.0,f_1i_left_27.13,1i,1i,1i_2,24.381,-0.619,455.919
535.0,f_1i_left_27.13,1i,1i,1i_2,23.5528,-0.8282,432.3662
536.0,f_1i_left_27.13,1i,1i,1i_2,24.4117,0.859,407.9545
537.0,f_1i_left_27.13,1i,1i,1i_2,23.4246,-0.9871,384.53
538.0,f_1i_left_27.13,1i,1i,1i_2,24.8375,1.4129,359.6925
539.0,f_1i_left_27.13,1i,1i,1i_2,23.9671,-0.8704,335.7254
540.0,f_1i_left_27.13,1i,1i,1i_2,23.9117,-0.0554,311.8137
541.0,f_1i_left_27.13,1i,1i,1i_2,23.5388,-0.3729,288.2748
542.0,f_1i_left_27.13,1i,1i,1i_2,24.8484,1.3096,263.4264
543.0,f_1i_left_27.13,1i,1i,1i_2,24.3704,-0.478,239.056
544.0,f_1i_left_27.13,1i,1i,1i_2,24.6418,0.2714,214.4142
545.0,f_1i_left_27.13,1i,1i,1i_2,24.0449,-0.5969,190.3694
546.0,f_1i_left_27.13,1i,1i,1i_2,24.4205,0.3757,165.9488
547.0,f_1i_left_27.13,1i,1i,1i_2,23.5761,-0.8444,142.3727
548.0,f_1i_left_27.13,1i,1i,1i_2,23.4288,-0.1473,118.9439
549.0,f_1i_left_27.13,1i,1i,1i_2,22.3162,-1.1126,96.6277
550.0,f_1i_left_27.13,1i,1i,1i_2,20.9173,-1.3989,75.7104
551.0,f_1i_left_27.13,1i,1i,1i_2,18.3934,-2.5239,57.317
552.0,f_1i_left_27.13,1i,1i,1i_2,15.5934,-2.8,41.7236
553.0,f_1i_left_27.13,1i,1i,1i_2,12.9194,-2.674,28.8042
554.0,f_1i_left_27.13,1i,1i,1i_2,10.1194,-2.8,18.6848
555.0,f_1i_left_27.13,1i,1i,1i_2,7.3194,-2.8,11.3654
556.0,f_1i_left_27.13,1i,1i,1i_2,4.5194,-2.8,6.846
557.0,f_1i_left_27.13,1i,1i,1i_2,1.7846,-2.7348,5.0613
558.0,f_1i_left_27.13,1i,1i,1i_2,0.0497,-1.7349,5.0116
559.0,f_1i_left_27.13,1i,1i,1i_2,0.008,-0.0417,5.0037
560.0,f_1i_left_27.13,1i,1i,1i_2,0.0015,-0.0065,5.0022
561.0,f_1i_left_27.13,1i,1i,1i_2,0.0,-0.0015,5.0022
562.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
563.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
564.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
565.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
566.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
567.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
568.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
569.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
570.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
571.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
572.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
573.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
574.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
575.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
576.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
577.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
578.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
579.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
580.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
581.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
582.0,f_1i_left_27.13,1i,1i,1i_2,0.0,0.0,5.0022
