timestamp,approach_edge,camera_range_m,visible_vehicle_count,visible_mean_speed_mps,visible_queue_count,visible_queue_length_m,queue_reaches_camera_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m,gps_penetration_rate_requested
0,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
5,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
10,1i,150.0,0,0.0,0,0.0,False,0,,,,0.15
15,1i,150.0,3,24.3495,0,0.0,False,0,,,,0.15
20,1i,150.0,3,14.7548,0,0.0,False,0,,,,0.15
25,1i,150.0,3,1.4286,1,1.0,False,0,,,,0.15
30,1i,150.0,3,0.0,3,1.0,False,0,,,,0.15
35,1i,150.0,3,0.0,3,1.0,False,0,,,,0.15
40,1i,150.0,4,5.8319,3,1.0,False,1,19.44,474.59,474.59,0.15
45,1i,150.0,4,3.0979,3,1.0,False,1,18.5101,381.02,381.02,0.15
50,1i,150.0,2,0.0498,1,1.0,False,1,18.6548,287.53,287.53,0.15
55,1i,150.0,2,0.0,2,5.0,False,1,19.3552,193.38,193.38,0.15
60,1i,150.0,3,5.7114,2,5.0,False,1,17.1341,101.48,101.48,0.15
65,1i,150.0,4,8.0544,2,5.0,False,1,15.9755,18.67,18.67,0.15
70,1i,150.0,3,0.7474,2,5.0,False,0,,,,0.15
75,1i,150.0,4,5.2238,3,12.0,False,0,,,,0.15
80,1i,150.0,2,4.0188,0,0.0,False,0,,,,0.15
85,1i,150.0,2,12.3721,1,1.0,False,0,,,,0.15
90,1i,150.0,2,8.0292,1,1.0,False,0,,,,0.15
95,1i,150.0,3,6.9772,1,1.0,False,0,,,,0.15
100,1i,150.0,3,2.3474,2,1.0,False,0,,,,0.15
105,1i,150.0,3,0.0,3,1.0,False,0,,,,0.15
110,1i,150.0,4,5.5838,3,1.0,False,0,,,,0.15
115,1i,150.0,4,2.4959,3,1.0,False,0,,,,0.15
120,1i,150.0,4,0.0162,4,8.06,False,1,18.8946,416.18,416.18,0.15
125,1i,150.0,4,0.0,4,8.0,False,1,19.1535,321.44,321.44,0.15
130,1i,150.0,4,0.0,4,8.0,False,1,19.3647,225.45,225.45,0.15
135,1i,150.0,7,6.9489,4,8.0,False,1,15.8751,137.87,137.87,0.15
140,1i,150.0,4,5.8413,2,8.0,False,1,12.5266,69.18,69.18,0.15
145,1i,150.0,4,4.0494,2,8.0,False,1,9.8588,11.32,11.32,0.15
150,1i,150.0,3,0.6129,2,8.0,False,0,,,,0.15
155,1i,150.0,4,5.4382,3,15.01,False,0,,,,0.15
160,1i,150.0,4,2.3134,3,15.0,False,0,,,,0.15
165,1i,150.0,4,0.0542,4,29.09,False,0,,,,0.15
170,1i,150.0,4,7.076,1,29.04,False,0,,,,0.15
175,1i,150.0,3,6.2407,0,0.0,False,0,,,,0.15
180,1i,150.0,4,4.7242,2,15.04,False,0,,,,0.15
185,1i,150.0,4,1.2058,3,15.04,False,0,,,,0.15
190,1i,150.0,4,0.0005,4,19.04,False,0,,,,0.15
195,1i,150.0,5,3.579,4,19.04,False,0,,,,0.15
