timestamp,approach_edge,true_queue_length_m,true_queue_beyond_camera
0,1i,0.0,False
0,2i,0.0,False
0,3i,0.0,False
0,4i,0.0,False
5,1i,0.0,False
5,2i,0.0,False
5,3i,0.0,False
5,4i,0.0,False
10,1i,0.0,False
10,2i,0.0,False
10,3i,0.0,False
10,4i,0.0,False
15,1i,0.0,False
15,2i,0.0,False
15,3i,0.0,False
15,4i,0.0,False
20,1i,0.0,False
20,2i,0.0,False
20,3i,0.0,False
20,4i,0.0,False
25,1i,1.0,False
25,2i,1.0,False
25,3i,1.0,False
25,4i,1.0,False
30,1i,1.0,False
30,2i,1.0,False
30,3i,1.0,False
30,4i,1.0,False
35,1i,1.0,False
35,2i,15.04,False
35,3i,0.0,False
35,4i,1.0,False
40,1i,1.0,False
40,2i,19.04,False
40,3i,0.0,False
40,4i,1.0,False
45,1i,8.02,False
45,2i,23.04,False
45,3i,1.0,False
45,4i,1.0,False
50,1i,29.65,False
50,2i,26.84,False
50,3i,1.0,False
50,4i,1.0,False
55,1i,8.0,False
55,2i,5.0,False
55,3i,13.71,False
55,4i,15.04,False
60,1i,8.0,False
60,2i,5.0,False
60,3i,13.71,False
60,4i,15.04,False
65,1i,8.0,False
65,2i,5.0,False
65,3i,17.72,False
65,4i,15.04,False
70,1i,12.03,False
70,2i,17.71,False
70,3i,17.71,False
70,4i,15.04,False
75,1i,12.0,False
75,2i,17.71,False
75,3i,17.71,False
75,4i,19.09,False
80,1i,24.77,False
80,2i,16.93,False
80,3i,21.72,False
80,4i,31.76,False
85,1i,1.0,False
85,2i,1.0,False
85,3i,21.71,False
85,4i,31.75,False
90,1i,12.28,False
90,2i,15.01,False
90,3i,21.71,False
90,4i,31.75,False
95,1i,19.01,False
95,2i,15.0,False
95,3i,1.0,False
95,4i,35.11,False
100,1i,19.0,False
100,2i,15.0,False
100,3i,1.0,False
100,4i,1.0,False
105,1i,23.01,False
105,2i,26.02,False
105,3i,5.0,False
105,4i,5.01,False
110,1i,37.04,False
110,2i,39.87,False
110,3i,5.0,False
110,4i,5.0,False
115,1i,37.01,False
115,2i,42.84,False
115,3i,5.0,False
115,4i,5.0,False
120,1i,41.01,False
120,2i,46.72,False
120,3i,5.0,False
120,4i,5.0,False
125,1i,45.01,False
125,2i,53.72,False
125,3i,1.0,False
125,4i,0.0,False
130,1i,52.01,False
130,2i,60.72,False
130,3i,1.0,False
130,4i,0.0,False
135,1i,56.01,False
135,2i,60.72,False
135,3i,13.71,False
135,4i,0.0,False
140,1i,60.01,False
140,2i,60.72,False
140,3i,13.71,False
140,4i,1.0,False
145,1i,64.02,False
145,2i,67.72,False
145,3i,13.71,False
145,4i,15.18,False
150,1i,26.01,False
150,2i,93.17,False
150,3i,17.71,False
150,4i,15.04,False
155,1i,26.01,False
155,2i,47.87,False
155,3i,17.71,False
155,4i,15.04,False
160,1i,26.01,False
160,2i,47.87,False
160,3i,21.71,False
160,4i,15.04,False
165,1i,33.01,False
165,2i,54.87,False
165,3i,21.71,False
165,4i,15.04,False
170,1i,33.01,False
170,2i,54.87,False
170,3i,21.71,False
170,4i,15.04,False
175,1i,1.0,False
175,2i,54.32,False
175,3i,25.72,False
175,4i,33.09,False
180,1i,8.0,False
180,2i,52.96,False
180,3i,25.72,False
180,4i,33.08,False
185,1i,20.71,False
185,2i,63.77,False
185,3i,25.06,False
185,4i,32.16,False
190,1i,46.15,False
190,2i,67.76,False
190,3i,5.0,False
190,4i,5.0,False
195,1i,50.14,False
195,2i,71.77,False
195,3i,5.0,False
195,4i,5.0,False
200,1i,50.14,False
200,2i,71.76,False
200,3i,5.0,False
200,4i,5.0,False
205,1i,69.86,False
205,2i,71.76,False
205,3i,5.0,False
205,4i,5.0,False
210,1i,73.85,False
210,2i,71.76,False
210,3i,5.0,False
210,4i,5.0,False
215,1i,73.85,False
215,2i,89.82,False
215,3i,1.0,False
215,4i,1.0,False
220,1i,73.85,False
220,2i,89.8,False
220,3i,1.0,False
220,4i,1.0,False
225,1i,94.9,False
225,2i,116.56,False
225,3i,1.0,False
225,4i,8.0,False
230,1i,102.91,False
230,2i,123.57,False
230,3i,8.0,False
230,4i,8.0,False
235,1i,106.9,False
235,2i,123.56,False
235,3i,8.0,False
235,4i,8.0,False
240,1i,106.0,False
240,2i,150.38,True
240,3i,12.01,False
240,4i,12.06,False
245,1i,41.05,False
245,2i,170.1,True
245,3i,12.0,False
245,4i,12.0,False
250,1i,53.76,False
250,2i,176.65,True
250,3i,12.0,False
250,4i,12.0,False
255,1i,53.76,False
255,2i,53.05,False
255,3i,16.0,False
255,4i,19.0,False
260,1i,53.76,False
260,2i,53.05,False
260,3i,16.0,False
260,4i,19.0,False
265,1i,57.76,False
265,2i,57.1,False
265,3i,16.0,False
265,4i,23.03,False
270,1i,44.14,False
270,2i,61.52,False
270,3i,20.01,False
270,4i,23.01,False
275,1i,54.82,False
275,2i,103.03,False
275,3i,19.31,False
275,4i,1.0,False
280,1i,54.76,False
280,2i,110.52,False
280,3i,1.0,False
280,4i,1.0,False
285,1i,72.82,False
285,2i,121.33,False
285,3i,1.0,False
285,4i,1.0,False
290,1i,80.81,False
290,2i,138.0,False
290,3i,1.0,False
290,4i,1.0,False
295,1i,87.81,False
295,2i,141.98,False
295,3i,1.0,False
295,4i,1.0,False
300,1i,94.81,False
300,2i,145.98,False
300,3i,1.0,False
300,4i,1.0,False
305,1i,98.81,False
305,2i,149.98,False
305,3i,0.0,False
305,4i,0.0,False
310,1i,102.81,False
310,2i,153.98,True
310,3i,1.0,False
310,4i,1.0,False
315,1i,106.99,False
315,2i,157.98,True
315,3i,1.0,False
315,4i,1.0,False
320,1i,113.81,False
320,2i,157.98,True
320,3i,1.0,False
320,4i,1.0,False
325,1i,120.82,False
325,2i,157.98,True
325,3i,8.0,False
325,4i,5.0,False
330,1i,120.81,False
330,2i,176.04,True
330,3i,8.0,False
330,4i,5.0,False
335,1i,120.81,False
335,2i,176.02,True
335,3i,15.0,False
