timestamp,approach_edge,probe_count,probe_mean_speed_mps,probe_min_distance_to_stopline_m,probe_max_distance_to_stopline_m
0,1i,0,,,
0,2i,0,,,
0,3i,0,,,
0,4i,0,,,
5,1i,2,24.935,378.1,384.92
5,2i,0,,,
5,3i,0,,,
5,4i,0,,,
10,1i,2,26.3316,242.68,262.97
10,2i,0,,,
10,3i,0,,,
10,4i,0,,,
15,1i,2,25.2267,109.46,143.75
15,2i,0,,,
15,3i,0,,,
15,4i,0,,,
20,1i,2,14.0816,19.21,38.14
20,2i,0,,,
20,3i,0,,,
20,4i,0,,,
25,1i,2,0.7289,1.0,1.0
25,2i,0,,,
25,3i,0,,,
25,4i,0,,,
30,1i,3,8.8764,1.0,456.67
30,2i,0,,,
30,3i,0,,,
30,4i,0,,,
35,1i,3,9.0424,1.0,320.88
35,2i,0,,,
35,3i,0,,,
35,4i,0,,,
40,1i,3,8.9842,1.0,188.19
40,2i,0,,,
40,3i,0,,,
40,4i,0,,,
45,1i,3,6.4078,1.0,68.63
45,2i,0,,,
45,3i,0,,,
45,4i,0,,,
50,1i,2,3.1759,1.0,10.74
50,2i,0,,,
50,3i,0,,,
50,4i,0,,,
55,1i,2,0.0474,1.0,5.0
55,2i,0,,,
55,3i,0,,,
55,4i,0,,,
60,1i,2,0.0,1.0,5.0
60,2i,0,,,
60,3i,0,,,
60,4i,0,,,
65,1i,2,0.0,1.0,5.0
65,2i,0,,,
65,3i,0,,,
65,4i,0,,,
70,1i,2,0.0,1.0,5.0
70,2i,0,,,
70,3i,0,,,
70,4i,0,,,
75,1i,2,0.0,1.0,5.0
75,2i,0,,,
75,3i,0,,,
75,4i,0,,,
80,1i,0,,,
80,2i,0,,,
80,3i,0,,,
80,4i,0,,,
85,1i,0,,,
85,2i,0,,,
85,3i,0,,,
85,4i,1,26.6422,430.53,430.53
90,1i,0,,,
90,2i,0,,,
90,3i,0,,,
90,4i,1,25.8972,302.45,302.45
95,1i,0,,,
95,2i,0,,,
95,3i,0,,,
95,4i,1,25.2915,177.95,177.95
100,1i,0,,,
100,2i,0,,,
100,3i,0,,,
100,4i,1,18.2583,66.75,66.75
105,1i,0,,,
105,2i,0,,,
105,3i,0,,,
105,4i,1,8.6407,0.47,0.47
110,1i,0,,,
110,2i,0,,,
110,3i,0,,,
110,4i,0,,,
115,1i,0,,,
115,2i,0,,,
115,3i,0,,,
115,4i,0,,,
120,1i,0,,,
120,2i,0,,,
120,3i,0,,,
120,4i,0,,,
125,1i,0,,,
125,2i,0,,,
125,3i,0,,,
125,4i,0,,,
130,1i,0,,,
130,2i,0,,,
130,3i,0,,,
130,4i,0,,,
135,1i,0,,,
135,2i,0,,,
135,3i,0,,,
135,4i,0,,,
140,1i,0,,,
140,2i,0,,,
140,3i,0,,,
140,4i,0,,,
145,1i,0,,,
145,2i,0,,,
145,3i,0,,,
145,4i,0,,,
150,1i,0,,,
150,2i,0,,,
150,3i,0,,,
150,4i,0,,,
155,1i,0,,,
155,2i,0,,,
155,3i,0,,,
155,4i,0,,,
160,1i,0,,,
160,2i,0,,,
160,3i,0,,,
160,4i,0,,,
165,1i,0,,,
165,2i,0,,,
165,3i,0,,,
165,4i,0,,,
170,1i,0,,,
170,2i,0,,,
170,3i,0,,,
170,4i,0,,,
175,1i,0,,,
175,2i,0,,,
175,3i,0,,,
175,4i,0,,,
180,1i,0,,,
180,2i,0,,,
180,3i,0,,,
180,4i,0,,,
185,1i,0,,,
185,2i,0,,,
185,3i,0,,,
185,4i,0,,,
190,1i,0,,,
190,2i,0,,,
190,3i,0,,,
190,4i,0,,,
195,1i,0,,,
195,2i,1,25.5889,405.27,405.27
195,3i,0,,,
195,4i,0,,,
200,1i,0,,,
200,2i,1,22.6297,287.1,287.1
200,3i,0,,,
200,4i,0,,,
205,1i,0,,,
205,2i,1,20.5042,180.77,180.77
205,3i,0,,,
205,4i,0,,,
210,1i,0,,,
210,2i,1,15.5067,89.59,89.59
210,3i,0,,,
210,4i,0,,,
215,1i,1,19.2929,436.95,436.95
215,2i,1,9.5439,21.12,21.12
215,3i,0,,,
215,4i,0,,,
220,1i,1,18.2305,342.43,342.43
220,2i,1,0.1907,5.02,5.02
220,3i,0,,,
220,4i,0,,,
225,1i,1,18.745,248.65,248.65
225,2i,1,0.0,5.0,5.0
225,3i,0,,,
225,4i,0,,,
230,1i,1,19.2187,153.62,153.62
230,2i,0,,,
230,3i,0,,,
230,4i,0,,,
235,1i,1,17.0431,65.65,65.65
235,2i,0,,,
235,3i,0,,,
235,4i,0,,,
240,1i,0,,,
240,2i,0,,,
240,3i,1,27.77,483.3,483.3
240,4i,0,,,
